,port_rets,port_vols,weights,sharpe_ratio
4549,5.6,6.07,[36.8480701  25.4122903   6.14222266  1.72419105 29.87322589],0.92
4550,7.42,13.52,[ 1.87792871 25.07301231 19.47318134 30.68709019 22.88878745],0.55
4551,6.25,9.45,[34.88687109 37.32126291 10.41840678  9.40979589  7.96366334],0.66
4552,6.62,10.96,[30.01641382 29.8353411   9.8059757  26.97078856  3.37148081],0.6
4553,6.56,10.24,[29.77171661  7.2711759  12.5355417  37.25563608 13.16592971],0.64
4554,6.72,10.42,[14.46018223  5.04294745  5.15469109 48.3928349  26.94934432],0.65
4555,7.37,13.3,[ 2.38751477 20.63760041 13.45022343 41.63870534 21.88595604],0.55
4556,6.31,8.22,[19.05644958  2.80609664 16.02254038 20.18217346 41.93273995],0.77
4557,6.33,8.89,[12.00481667 38.06855002  0.64590423 15.30623409 33.974495  ],0.71
4558,7.41,13.67,[11.02650539 15.84138203 41.7561414   7.03112133 24.34484985],0.54
4559,6.85,12.03,[32.53565507 23.154754   29.94472807 10.55773035  3.80713251],0.57
4560,6.75,10.41,[12.53509742 21.06666198 19.85748615 13.64406174 32.8966927 ],0.65
4561,6.24,8.57,[23.94924848 21.64825218  4.18207451 24.69876218 25.52166265],0.73
4562,7.32,12.62,[ 3.70030399  1.2228522  28.4767942  31.42746681 35.1725828 ],0.58
4563,7.31,13.77,[19.04871701 25.06335871 39.2391907   4.73661152 11.91212207],0.53
4564,5.76,6.33,[31.49120144 13.84436775  6.98385995 12.28782188 35.39274897],0.91
4565,6.56,10.31,[24.37209008 16.46484637  2.51374913 43.32083591 13.32847852],0.64
4566,7.48,14.09,[13.96215548  4.81019483 34.95029839 30.23110667 16.04624464],0.53
4567,6.77,10.92,[19.55382259 23.50674769 23.90016589  9.9196763  23.11958753],0.62
4568,6.76,10.89,[24.6467915   0.70274037 18.96195119 36.99754303 18.69097391],0.62
4569,6.66,10.78,[25.43799365  3.21897593  3.16471682 56.33572372 11.84258987],0.62
4570,6.86,11.09,[20.38830114  3.09408561 28.51608481 21.55712776 26.44440067],0.62
4571,6.68,11.1,[29.79056148 28.31764548 25.37287485  6.10012617 10.41879203],0.6
4572,7.25,12.86,[ 7.76673499  4.47006087  9.01131515 58.83819354 19.91369545],0.56
4573,5.75,6.21,[28.54362142 14.82209151  4.48764981 13.61913747 38.52749979],0.93
4574,5.97,8.18,[52.00150055  0.99839961 27.39675952  8.30211986 11.30122046],0.73
4575,7.11,12.26,[12.98657967 19.89476585 28.73773918 14.19826461 24.1826507 ],0.58
4576,6.4,9.9,[32.5075284  32.05894703 21.60233013  0.26432039 13.56687405],0.65
4577,6.53,9.6,[21.14951968  2.07441934 10.39778933 38.93544259 27.44282906],0.68
4578,6.56,10.87,[31.86143909 39.2472032  21.10630526  1.29730075  6.48775169],0.6
4579,7.03,12.0,[ 2.25661959 36.12379326  1.34100543 36.38345634 23.89512539],0.59
4580,6.41,9.93,[26.63055111 33.9744038   0.5098673  28.78219555 10.10298224],0.64
4581,6.86,11.04,[12.95839588 21.38006624 21.25194075 15.72518503 28.68441208],0.62
4582,7.67,14.83,[ 1.49966955 28.84716817 30.64873935 19.69103901 19.31338392],0.52
4583,6.79,11.06,[20.34337317 23.14575448 27.24634465  6.19903705 23.06549064],0.61
4584,7.14,12.19,[ 0.13793974 37.2701132  17.74442353 13.00568167 31.84184186],0.59
4585,7.18,13.5,[30.2189673  14.47128697 44.43389797  5.29466916  5.5811786 ],0.53
4586,6.85,10.73,[11.14731805 12.38302738 33.092044    2.59056096 40.78704961],0.64
4587,6.93,11.69,[10.98727748 38.41840955 20.53611442  5.8317126  24.22648595],0.59
4588,6.48,9.83,[31.99153468  9.39091907 27.84071648 10.00856959 20.76826018],0.66
4589,7.13,12.15,[ 1.13215194 33.68991375 15.70965991 19.13245824 30.33581616],0.59
4590,6.48,9.97,[30.01013799 20.87470838 14.56707593 21.08435125 13.46372645],0.65
4591,6.65,10.21,[21.09612849  0.25923821 11.68348824 42.69978236 24.2613627 ],0.65
4592,7.01,11.81,[15.31860562 12.03416206 18.82400073 32.92204079 20.9011908 ],0.59
4593,7.28,13.97,[14.64643315 45.61842893 13.65930378 25.74150753  0.33432661],0.52
4594,7.01,12.57,[29.0769155  17.18816814 29.2926175  20.03755459  4.40474427],0.56
4595,7.15,12.56,[ 5.9768632  38.94480051 20.05712695 11.50287698 23.51833236],0.57
4596,7.31,13.62,[12.82939026 33.29845674 24.10501462 18.81677737 10.95036101],0.54
4597,7.39,14.17,[12.64394595 32.88915774 14.71253224 36.55857346  3.1957906 ],0.52
4598,6.25,8.62,[28.32152545 17.74412167 21.65752474  3.12575655 29.1510716 ],0.73
4599,7.36,13.7,[ 9.14337303 27.8292109  16.16445486 35.2645615  11.59839971],0.54
4600,6.95,11.69,[18.84491415 14.66655963 23.14768501 24.05869767 19.28214354],0.59
4601,6.8,11.54,[27.89072237 23.08760485 23.02011545 17.21605564  8.78550169],0.59
4602,6.37,9.05,[26.69665878 11.46122716 17.28169627 18.20800673 26.35241106],0.7
4603,6.95,11.49,[18.05194821  6.05868663 23.91675721 28.60255854 23.3700494 ],0.6
4604,7.19,12.9,[10.83850934 32.07635306 20.49408016 20.07619578 16.51486166],0.56
4605,7.34,14.25,[19.68579158 37.95525295 35.76552161  2.13126975  4.4621641 ],0.52
4606,6.45,9.58,[21.65799908 25.45372915  6.81997141 24.38283462 21.68546574],0.67
4607,7.22,13.81,[26.17253339 31.23822089 39.04904056  0.78374968  2.75645548],0.52
4608,7.39,14.51,[23.10187789 29.28804203 39.57839898  6.25355646  1.77812464],0.51
4609,6.26,9.12,[31.15286129 30.82401    17.58562777  1.69647356 18.74102737],0.69
4610,6.32,8.65,[13.01592475 33.1034142   4.80131781 12.47300053 36.60634272],0.73
4611,6.16,8.03,[23.20998491 17.89496759  5.40612424 22.34660086 31.14232241],0.77
4612,6.75,11.67,[29.00372722 36.64426604 17.56270723 14.35616036  2.43313916],0.58
4613,6.77,10.66,[ 5.81552854 33.64787666  4.56167933 25.4962522  30.47866327],0.64
4614,6.91,12.01,[19.78895913 32.20995273 10.6239909  29.43352322  7.94357402],0.58
4615,6.52,9.72,[22.56407471 18.56484339 19.64802111 12.72887571 26.49418508],0.67
4616,7.18,12.87,[17.23673548 16.96388776 22.29611301 31.15785175 12.34541199],0.56
4617,6.74,11.07,[25.06106535 23.10452647 19.02277593 19.51162138 13.30001087],0.61
4618,6.56,10.63,[26.66897374 37.76296528 12.47788112 13.20157634  9.88860352],0.62
4619,6.8,10.84,[11.81192262 30.16541823 17.32414646 12.29136394 28.40714875],0.63
4620,6.2,8.49,[22.64318951 32.52165394  6.23090502 11.25872326 27.34552827],0.73
4621,7.16,12.57,[11.26021718 25.83901278 30.63660953  7.9710601  24.29310042],0.57
4622,6.31,9.18,[20.13157579 41.61922719  5.27339053  8.76402685 24.21177964],0.69
4623,5.93,7.57,[44.08634729  2.42889215 13.90184156 22.64730997 16.93560904],0.78
4624,7.1,11.92,[10.17629407  9.71199951 31.49438377 15.89615506 32.72116759],0.6
4625,6.37,9.84,[37.11973728 17.87808905  7.15301212 34.32217583  3.52698572],0.65
4626,7.11,12.95,[28.98748971  3.06525643 28.54941882 35.4710083   3.92682675],0.55
4627,7.36,12.93,[ 4.05970847  7.91153963 35.48928633 17.38144495 35.15802061],0.57
4628,7.58,14.23,[ 5.79592539  2.26498446 26.27192082 45.03218703 20.63498229],0.53
4629,6.59,9.65,[16.55703425  3.52489341 10.88203358 36.79251174 32.24352702],0.68
4630,7.2,13.41,[27.04893175 15.7073442  37.26348378 14.613935    5.36630527],0.54
4631,6.26,8.62,[28.73264035 15.2596199  21.33606725  5.84848432 28.82318818],0.73
4632,6.53,9.75,[22.61934735 17.0012994  18.39619591 16.1720816  25.81107574],0.67
4633,7.73,15.33,[ 2.48959377 25.70598527 15.80276989 47.49926176  8.50238931],0.5
4634,6.95,12.19,[27.19665429 18.53151615 26.95420428 19.5827761   7.73484917],0.57
4635,7.32,13.62,[15.05986233 26.66862313 37.30251333  4.80880973 16.16019148],0.54
4636,6.99,11.59,[ 6.32345447 25.75852662  8.53739269 33.32769983 26.05292639],0.6
4637,7.26,13.22,[ 9.26461874 35.48139324 23.00871934 15.29088034 16.95438834],0.55
4638,6.96,11.17,[10.53697443  7.14966673 28.3054698  17.7050926  36.30279644],0.62
4639,6.33,9.34,[31.78071123 26.00340167 21.67047824  1.51135266 19.0340562 ],0.68
4640,6.87,11.59,[28.21985898  0.1422432  23.38270582 36.17455336 12.08063864],0.59
4641,7.79,15.63,[ 8.95714271 17.54608341 34.06461412 30.72814827  8.70401149],0.5
4642,5.37,4.89,[40.78438896  6.04235627 11.65168861  1.09108783 40.43047833],1.1
4643,6.13,7.69,[ 6.96142076 39.15321852  1.52827338  3.02466182 49.33242552],0.8
4644,6.96,12.01,[18.93691585 30.49244912 24.06177013 11.11531406 15.39355084],0.58
4645,7.33,13.68,[12.60834153 31.30532261 25.28171915 19.23309439 11.57152231],0.54
4646,6.15,7.98,[29.57499894  7.18119021 16.95823056 14.99218985 31.29339043],0.77
4647,6.81,11.86,[27.04330619 36.9941586  20.20066616 11.13445752  4.62741154],0.57
4648,5.82,6.55,[33.27560153  4.35815768 12.3345655  14.27604999 35.7556253 ],0.89
4649,6.82,11.0,[18.60631439 16.56266206 25.44008905 14.1190749  25.2718596 ],0.62
4650,7.05,12.22,[17.50034502 18.51769351 22.12013763 25.7177699  16.14405394],0.58
4651,6.24,8.8,[32.36147163 19.84063497 23.01555649  1.02762605 23.75471086],0.71
4652,7.35,13.56,[15.62467593 11.51418472 28.78852879 30.58420835 13.48840221],0.54
4653,7.49,13.96,[ 5.67012252 20.00550294 26.71449277 27.82786165 19.78202012],0.54
4654,6.64,10.24,[14.67249274 32.45820601 21.36457825  0.12273405 31.38198895],0.65
4655,6.42,9.26,[23.72747888 17.40032756 16.70336951 15.04900881 27.11981524],0.69
4656,7.03,12.41,[12.9838583  36.76902598 10.27557556 27.69671173 12.27482843],0.57
4657,6.27,8.8,[25.35104688 25.64064005  7.29475263 18.61587701 23.09768343],0.71
4658,6.67,10.63,[14.58439075 40.53594325 13.75043892  6.96667924 24.16254784],0.63
4659,6.51,10.2,[23.6613986  30.53332083  3.54891564 29.04425941 13.21210553],0.64
4660,6.88,11.85,[16.58105427 35.9337038   5.79213161 31.43993133 10.25317898],0.58
4661,6.78,11.34,[28.26996446 19.48049104 30.76926487  7.02684943 14.45343019],0.6
4662,6.58,10.17,[22.84268076 23.31611787 11.95829474 23.20200382 18.68090282],0.65
4663,6.31,8.07,[ 7.01697683 22.79121272  4.59463019 16.89004744 48.70713283],0.78
4664,6.51,9.41,[10.66839703 29.26598948  5.96156021 19.45393352 34.65011976],0.69
4665,7.86,15.81,[ 9.4226821   2.03192692 54.56220498 13.22233986 20.76084614],0.5
4666,6.42,9.59,[31.28171924 15.56662051 27.36446764  3.58776243 22.19943018],0.67
4667,6.39,9.13,[28.01923114  3.75428832 30.0183734   5.56155881 32.64654833],0.7
4668,6.59,9.99,[22.44927915 10.55685795 14.54417725 28.97951996 23.47016569],0.66
4669,6.51,9.22,[19.16470019  1.88685166 20.88922992 20.7873363  37.27188194],0.71
4670,6.42,9.48,[29.80997814 11.02347037 14.41765402 26.2838735  18.46502398],0.68
4671,6.12,7.98,[27.47338212 20.49091395 18.70411775  0.29390524 33.03768095],0.77
4672,6.39,8.99,[25.20533553  6.13523885 24.11321489 11.54200721 33.00420351],0.71
4673,6.11,7.65,[23.45229726  5.95235218  3.4723647  32.28240624 34.84057962],0.8
4674,5.75,7.44,[50.98711436 23.92318445  6.68058717 14.9519737   3.45714032],0.77
4675,7.89,16.21,[ 3.06573465 34.92821926 28.98119453 26.44804899  6.57680257],0.49
4676,7.51,14.98,[ 0.71056189 66.96092594 16.89451372  6.17577419  9.25822425],0.5
4677,6.11,8.68,[35.51368391 34.29465198 11.58686421  4.9948507  13.60994921],0.7
4678,7.29,13.37,[ 8.66956442 34.20989454 17.2398892  25.89968852 13.98096333],0.54
4679,6.49,9.23,[16.14213167  9.63891132  6.60904365 34.91641353 32.69349983],0.7
4680,7.08,13.23,[31.45623201 24.29533997 41.18689518  0.13707969  2.92445316],0.54
4681,6.98,12.04,[20.038546   23.53636306 26.66573753 13.67750329 16.08185012],0.58
4682,6.75,10.75,[ 7.51826816 35.75311849  1.71246144 28.44508171 26.57107021],0.63
4683,6.4,9.35,"[1.98243403e+01 2.32846908e+01 5.60204799e-03 3.38901154e+01
 2.29952515e+01]",0.68
4684,6.58,10.07,[25.83828306 11.23319463 23.46593713 16.13737395 23.32521123],0.65
4685,6.15,9.16,[32.33357326 46.33578921  5.27729782  5.85950021 10.19383949],0.67
4686,7.92,16.07,[ 3.51408047 17.61813659 33.14873182 34.2570686  11.46198252],0.49
4687,7.85,16.0,[ 1.43009548 36.86884674 23.98618158 30.44682986  7.26804634],0.49
4688,7.13,12.89,[18.37933791 20.25124113 12.94517663 42.10641178  6.31783255],0.55
4689,7.15,13.07,[ 8.49833362 48.86579829 10.49890292 20.30440308 11.83256209],0.55
4690,6.87,11.64,[30.07087421  0.79682837 37.97193753 13.92489412 17.23546578],0.59
4691,6.62,11.06,[28.57157096 33.30588524  5.21882989 30.81906889  2.08464502],0.6
4692,5.93,7.64,[31.96931138 31.82618899  1.40597192 13.96855171 20.82997601],0.78
4693,7.2,13.28,[18.77097898 27.93005173 21.41761283 26.06607179  5.81528467],0.54
4694,6.94,12.19,[26.73842809 21.51199484 21.2665925  25.50599417  4.9769904 ],0.57
4695,6.54,9.87,[20.57959102 17.58550322  6.18510365 33.8973752  21.75242691],0.66
4696,7.14,13.28,[30.24313012 15.15367076 33.06103105 21.07150945  0.4706586 ],0.54
4697,7.22,13.44,[16.27357105 36.45816916 18.53064137 23.54018372  5.1974347 ],0.54
4698,7.07,13.2,[21.9386573  47.45590399 26.67378404  0.36027485  3.57137983],0.54
4699,6.62,10.35,[25.36887793 18.46224708 28.18550772  4.44039986 23.54296741],0.64
4700,7.35,13.53,[10.43068691 23.30966755 23.65845614 27.31798661 15.28320279],0.54
4701,5.62,5.26,[17.18812234 16.81415821  1.21133558  6.5333726  58.25301127],1.07
4702,6.36,9.48,[31.711068   21.21210874 12.3634924  20.90479529 13.80853557],0.67
4703,7.12,13.11,[13.59008255 47.36046607 12.01319194 20.50141053  6.53484892],0.54
4704,8.02,16.53,[ 4.88986546  9.5701193  38.87067233 35.70134569 10.96799723],0.49
4705,6.79,10.26,[ 8.78923651 12.52881489 24.15296817 12.81719577 41.71178466],0.66
4706,6.13,8.58,[38.79161996 11.78788316  6.61362729 31.80587159 11.00099799],0.71
4707,6.69,10.45,[24.33837012  4.65926825 27.50392857 17.88890351 25.60952956],0.64
4708,6.66,10.48,[28.21476096  2.39499343 31.88606631 13.65726221 23.84691708],0.64
4709,5.15,4.23,[47.01665694  3.92359008  7.62308014  4.03190256 37.40477027],1.22
4710,6.68,11.07,[28.83072117 24.46536541 12.90318431 27.80247229  5.99825682],0.6
4711,7.57,14.94,[12.00867886 34.0353093  39.0229124   4.4204894  10.51261005],0.51
4712,7.58,14.84,[15.68457326 16.39808268 35.810317   24.57086767  7.53615939],0.51
4713,7.01,12.04,[11.80366328 31.61918524 13.70217168 24.66509045 18.20988934],0.58
4714,6.15,8.11,[26.35522594 21.91348526  9.88246744 13.39118919 28.45763218],0.76
4715,6.92,11.84,[20.13413177 27.75348748 23.84830869 12.85070805 15.41336399],0.58
4716,7.44,14.67,[24.28962266 21.703448   41.00683336 11.98849537  1.0116006 ],0.51
4717,6.93,11.4,[11.80852985 23.37805542 18.06005916 21.13825345 25.61510213],0.61
4718,7.27,13.02,[ 1.7083362  35.49364465 11.76583724 29.26971602 21.76246588],0.56
4719,7.22,12.51,[ 3.38546613 23.90476349 19.23344069 25.3496756  28.1266541 ],0.58
4720,6.82,11.11,[15.23580038 27.66282815 17.50498473 16.62948864 22.9668981 ],0.61
4721,6.5,9.85,[24.65616537 24.63276726 21.10333293  6.31720761 23.29052683],0.66
4722,6.21,8.91,[33.31229452 28.52044439 13.76645134  8.44982149 15.95098825],0.7
4723,7.1,12.22,[10.24281264 25.00447307 19.9659865  22.33401878 22.45270902],0.58
4724,6.27,9.04,[31.00903975 23.38778783  8.64642486 21.16490162 15.79184594],0.69
4725,6.96,12.33,[30.94161138  8.98461178 41.25055216  6.88095655 11.94226812],0.56
4726,7.23,13.72,[23.72137106 31.90014558 33.89653939  7.3509008   3.13104316],0.53
4727,6.9,11.23,[16.72922162 11.4392518  31.89038536  9.81045139 30.13068983],0.61
4728,6.78,11.0,[25.7583524   6.4885565  26.08930224 22.6467194  19.01706946],0.62
4729,7.15,12.15,[ 3.1504566  26.13047777 18.53597693 21.96545256 30.21763613],0.59
4730,6.54,10.05,[26.80650337 16.49038538 16.12194947 22.69020009 17.89096169],0.65
4731,6.9,11.4,[ 8.48992849 34.68985294 10.68439289 21.4088937  24.72693198],0.61
4732,5.87,7.73,[42.10665835 24.61168112  1.04520229 23.1383049   9.09815334],0.76
4733,6.86,11.21,[23.0015177   2.29936674 31.79556067 18.37531216 24.52824273],0.61
4734,7.44,14.43,[ 8.4615066  40.90408659 13.97618896 31.77352185  4.884696  ],0.52
4735,7.85,15.41,[ 1.94447675  8.89698345 44.41866787 19.67381325 25.06605868],0.51
4736,6.91,11.7,[20.38282829 23.83811784 24.02877244 15.05030221 16.69997923],0.59
4737,7.12,11.56,[ 2.12457392  7.39507294 29.11070558 17.75186376 43.6177838 ],0.62
4738,7.04,13.02,[32.36295854 22.24021855 39.11138037  3.94462447  2.34081807],0.54
4739,6.25,9.17,[38.56061125  5.05667232  5.57012319 42.6943541   8.11823914],0.68
4740,8.09,17.2,[ 7.78999762 21.17072153 45.29850733 21.09472732  4.6460462 ],0.47
4741,6.89,11.51,[19.57843466 19.29182141 19.78614653 23.92340068 17.42019671],0.6
4742,6.15,8.89,[33.59298169 37.54980482 10.92253259  4.1747972  13.7598837 ],0.69
4743,6.35,9.49,[33.10802956 19.62139937 10.52581651 25.14478659 11.59996797],0.67
4744,7.1,13.02,[19.00049381 36.48936148 14.91114162 26.25746281  3.34154028],0.55
4745,7.23,12.68,[ 7.96429034 22.07288019 28.94130603 14.24399118 26.77753226],0.57
4746,6.26,8.67,[21.95407936 31.22363863 10.91766457  6.77458965 29.13002779],0.72
4747,5.14,4.62,[54.56562072 15.10920048  4.82840708  3.83304024 21.66373149],1.11
4748,6.49,10.03,[28.40848163 13.9175191   5.03315374 40.68749523 11.9533503 ],0.65
4749,7.1,12.51,[ 9.63566305 34.84432244 12.36995433 26.59192673 16.55813344],0.57
4750,6.26,8.71,[27.28184658 23.14497255 16.12436176  7.37594858 26.07287053],0.72
4751,7.74,15.47,[ 2.36767141 35.5964851  20.2651549  33.59409294  8.17659565],0.5
4752,6.09,8.72,[39.33614794 30.60419311  7.01338337 15.98619489  7.06008069],0.7
4753,7.97,16.92,[ 7.12195949 39.38913212 47.09912281  0.16669575  6.22308982],0.47
4754,7.25,12.49,[ 0.14797563 27.31762162 29.49695704  6.19230391 36.8451418 ],0.58
4755,7.17,12.48,[12.14895455 16.67761032 34.2757221   9.84435304 27.05335999],0.57
4756,6.91,11.9,[25.81365462 18.42935859 34.81058196  5.25547555 15.69092928],0.58
4757,6.9,12.53,[40.65923412  7.32577628 45.92662721  3.42664921  2.66171318],0.55
4758,7.24,13.11,[14.66463415 22.17637944 28.828475   18.26920138 16.06131003],0.55
4759,5.55,5.58,[35.49668708 13.5807872   3.80569779 11.86164205 35.25518588],1.0
4760,6.99,11.72,[14.73879582 16.88314077 23.64627297 21.02603948 23.70575096],0.6
4761,6.38,9.89,[31.10529123 29.09967647  1.87380934 31.55194871  6.36927425],0.64
4762,6.51,9.76,[28.08507232  6.84361497 24.72264395 15.98392259 24.36474617],0.67
4763,6.7,10.81,[13.79911915 32.00899807  0.19302265 35.13030712 18.86855302],0.62
4764,7.54,14.91,[19.04205681 19.6228168  48.98442603  2.11919593 10.23150443],0.51
4765,6.18,8.52,[35.19644731 13.68505182 16.83366919 14.46607108 19.8187606 ],0.72
4766,7.04,12.4,[21.07305525 23.38684725 26.43969795 16.7990838  12.30131576],0.57
4767,7.04,11.29,[ 2.43098542 12.54212248 17.76521832 28.68709478 38.57457899],0.62
4768,6.61,10.66,[32.00527219 13.19273144 16.07166473 30.45497892  8.27535271],0.62
4769,7.85,16.11,[13.74025755  7.08149515 57.70562205  6.62382747 14.84879778],0.49
4770,6.83,11.73,[28.08084209 23.03960171 19.60794657 23.63485616  5.63675347],0.58
4771,7.46,13.86,[10.1095989  11.69434897 32.20656048 26.54059046 19.44890118],0.54
4772,7.19,13.61,[34.69319836  1.57209071 44.4586591  17.53635025  1.73970158],0.53
4773,6.05,7.87,[28.14361075 23.32809418  2.62234259 21.06123415 24.84471832],0.77
4774,7.34,13.72,[12.09001466 34.30730851 35.0640773   1.70176941 16.83683012],0.53
4775,6.48,8.9,[ 6.69885691 26.19837841 13.1264137   7.38542706 46.59092392],0.73
4776,6.18,8.41,[25.8291092  28.09632355  7.64493515 13.20260881 25.22702329],0.73
4777,6.77,10.57,[17.08754648  7.22861215 17.95824371 29.98491437 27.74068328],0.64
4778,6.96,12.83,[14.48290088 56.88110603  0.58487254 26.01424193  2.03687863],0.54
4779,6.94,12.25,[31.45669096 11.89940395 36.77211203 11.05930642  8.81248664],0.57
4780,7.5,14.45,[ 8.04242111 31.75651771 18.3219436  33.63203737  8.24708021],0.52
4781,7.11,12.69,[11.73143269 35.69531088 12.64220933 26.97905883 12.95198828],0.56
4782,6.68,10.4,[14.32470214 26.29231327  8.1521425  26.36816694 24.86267515],0.64
4783,6.57,10.44,[26.64044564 30.65456166 14.82602133 14.90690698 12.97206439],0.63
4784,6.67,9.96,[15.31169527 10.42043325 22.68380007 15.71717147 35.86689994],0.67
4785,6.69,10.87,[10.09331684 52.19022911  8.31084945  4.99938606 24.40621854],0.61
4786,5.91,8.06,[46.44027127 28.44986823 10.95543897  8.40538477  5.74903676],0.73
4787,7.17,13.54,[24.87222913 34.34453616 32.64287938  6.02194246  2.11841287],0.53
4788,6.37,8.99,[24.31985139 13.16872376 11.13343131 25.11421358 26.26377996],0.71
4789,6.43,9.58,[26.49237443 24.91617442 19.02623077  7.56325209 22.00196828],0.67
